County,Candidate,Party,Share,Votes
LAWRENCE,"MCLAUGHLIN, MARIA",DEM,0.00%,0
LAWRENCE,"BROBSON, KEVIN",REP,0.00%,0
LEBANON,"MCLAUGHLIN, MARIA",DEM,0.00%,0
LEBANON,"BROBSON, KEVIN",REP,0.00%,0
LEHIGH,"MCLAUGHLIN, MARIA",DEM,0.00%,0
LEHIGH,"BROBSON, KEVIN",REP,0.00%,0
LUZERNE,"MCLAUGHLIN, MARIA",DEM,0.00%,0
LUZERNE,"BROBSON, KEVIN",REP,0.00%,0
LYCOMING,"MCLAUGHLIN, MARIA",DEM,0.00%,0
LYCOMING,"BROBSON, KEVIN",REP,0.00%,0
McKEAN,"MCLAUGHLIN, MARIA",DEM,0.00%,0
McKEAN,"BROBSON, KEVIN",REP,0.00%,0
MERCER,"MCLAUGHLIN, MARIA",DEM,0.00%,0
MERCER,"BROBSON, KEVIN",REP,0.00%,0
MIFFLIN,"MCLAUGHLIN, MARIA",DEM,0.00%,0
MIFFLIN,"BROBSON, KEVIN",REP,0.00%,0
MONROE,"MCLAUGHLIN, MARIA",DEM,0.00%,0
MONROE,"BROBSON, KEVIN",REP,0.00%,0
MONTGOMERY,"MCLAUGHLIN, MARIA",DEM,0.00%,0
MONTGOMERY,"BROBSON, KEVIN",REP,0.00%,0
MONTOUR,"MCLAUGHLIN, MARIA",DEM,0.00%,0
MONTOUR,"BROBSON, KEVIN",REP,0.00%,0
NORTHAMPTON,"MCLAUGHLIN, MARIA",DEM,0.00%,0
NORTHAMPTON,"BROBSON, KEVIN",REP,0.00%,0
NORTHUMBERLAND,"MCLAUGHLIN, MARIA",DEM,0.00%,0
NORTHUMBERLAND,"BROBSON, KEVIN",REP,0.00%,0
PERRY,"MCLAUGHLIN, MARIA",DEM,0.00%,0
PERRY,"BROBSON, KEVIN",REP,0.00%,0
PHILADELPHIA,"MCLAUGHLIN, MARIA",DEM,0.00%,0
PHILADELPHIA,"BROBSON, KEVIN",REP,0.00%,0
PIKE,"MCLAUGHLIN, MARIA",DEM,0.00%,0
PIKE,"BROBSON, KEVIN",REP,0.00%,0
POTTER,"MCLAUGHLIN, MARIA",DEM,0.00%,0
POTTER,"BROBSON, KEVIN",REP,0.00%,0
SCHUYLKILL,"MCLAUGHLIN, MARIA",DEM,0.00%,0
SCHUYLKILL,"BROBSON, KEVIN",REP,0.00%,0
SNYDER,"MCLAUGHLIN, MARIA",DEM,0.00%,0
SNYDER,"BROBSON, KEVIN",REP,0.00%,0
SOMERSET,"MCLAUGHLIN, MARIA",DEM,0.00%,0
SOMERSET,"BROBSON, KEVIN",REP,0.00%,0
SULLIVAN,"MCLAUGHLIN, MARIA",DEM,0.00%,0
SULLIVAN,"BROBSON, KEVIN",REP,0.00%,0
SUSQUEHANNA,"MCLAUGHLIN, MARIA",DEM,0.00%,0
SUSQUEHANNA,"BROBSON, KEVIN",REP,0.00%,0
TIOGA,"MCLAUGHLIN, MARIA",DEM,0.00%,0
TIOGA,"BROBSON, KEVIN",REP,0.00%,0
UNION,"MCLAUGHLIN, MARIA",DEM,0.00%,0
UNION,"BROBSON, KEVIN",REP,0.00%,0
VENANGO,"MCLAUGHLIN, MARIA",DEM,0.00%,0
VENANGO,"BROBSON, KEVIN",REP,0.00%,0
WARREN,"MCLAUGHLIN, MARIA",DEM,0.00%,0
WARREN,"BROBSON, KEVIN",REP,0.00%,0
WASHINGTON,"MCLAUGHLIN, MARIA",DEM,0.00%,0
WASHINGTON,"BROBSON, KEVIN",REP,0.00%,0
WAYNE,"MCLAUGHLIN, MARIA",DEM,0.00%,0
WAYNE,"BROBSON, KEVIN",REP,0.00%,0
WESTMORELAND,"MCLAUGHLIN, MARIA",DEM,0.00%,0
WESTMORELAND,"BROBSON, KEVIN",REP,0.00%,0
WYOMING,"MCLAUGHLIN, MARIA",DEM,0.00%,0
WYOMING,"BROBSON, KEVIN",REP,0.00%,0
YORK,"MCLAUGHLIN, MARIA",DEM,0.00%,0
YORK,"BROBSON, KEVIN",REP,0.00%,0
