County,Candidate,Party,Share,Votes
COLUMBIA,"LANE, TIMIKA",DEM,0.00%,0
COLUMBIA,"SULLIVAN , MEGAN",REP,0.00%,0
CRAWFORD,"LANE, TIMIKA",DEM,0.00%,0
CRAWFORD,"SULLIVAN , MEGAN",REP,0.00%,0
CUMBERLAND,"LANE, TIMIKA",DEM,0.00%,0
CUMBERLAND,"SULLIVAN , MEGAN",REP,0.00%,0
DAUPHIN,"LANE, TIMIKA",DEM,0.00%,0
DAUPHIN,"SULLIVAN , MEGAN",REP,0.00%,0
DELAWARE,"LANE, TIMIKA",DEM,0.00%,0
DELAWARE,"SULLIVAN , MEGAN",REP,0.00%,0
ELK,"LANE, TIMIKA",DEM,0.00%,0
ELK,"SULLIVAN , MEGAN",REP,0.00%,0
ERIE,"LANE, TIMIKA",DEM,0.00%,0
ERIE,"SULLIVAN , MEGAN",REP,0.00%,0
FAYETTE,"LANE, TIMIKA",DEM,0.00%,0
FAYETTE,"SULLIVAN , MEGAN",REP,0.00%,0
FOREST,"LANE, TIMIKA",DEM,0.00%,0
FOREST,"SULLIVAN , MEGAN",REP,0.00%,0
FRANKLIN,"LANE, TIMIKA",DEM,0.00%,0
FRANKLIN,"SULLIVAN , MEGAN",REP,0.00%,0
FULTON,"LANE, TIMIKA",DEM,0.00%,0
FULTON,"SULLIVAN , MEGAN",REP,0.00%,0
GREENE,"LANE, TIMIKA",DEM,0.00%,0
GREENE,"SULLIVAN , MEGAN",REP,0.00%,0
HUNTINGDON,"LANE, TIMIKA",DEM,0.00%,0
HUNTINGDON,"SULLIVAN , MEGAN",REP,0.00%,0
INDIANA,"LANE, TIMIKA",DEM,0.00%,0
INDIANA,"SULLIVAN , MEGAN",REP,0.00%,0
JEFFERSON,"LANE, TIMIKA",DEM,0.00%,0
JEFFERSON,"SULLIVAN , MEGAN",REP,0.00%,0
JUNIATA,"LANE, TIMIKA",DEM,0.00%,0
JUNIATA,"SULLIVAN , MEGAN",REP,0.00%,0
LACKAWANNA,"LANE, TIMIKA",DEM,0.00%,0
LACKAWANNA,"SULLIVAN , MEGAN",REP,0.00%,0
LANCASTER,"LANE, TIMIKA",DEM,0.00%,0
LANCASTER,"SULLIVAN , MEGAN",REP,0.00%,0
LAWRENCE,"LANE, TIMIKA",DEM,0.00%,0
LAWRENCE,"SULLIVAN , MEGAN",REP,0.00%,0
LEBANON,"LANE, TIMIKA",DEM,0.00%,0
LEBANON,"SULLIVAN , MEGAN",REP,0.00%,0
LEHIGH,"LANE, TIMIKA",DEM,0.00%,0
LEHIGH,"SULLIVAN , MEGAN",REP,0.00%,0
LUZERNE,"LANE, TIMIKA",DEM,0.00%,0
LUZERNE,"SULLIVAN , MEGAN",REP,0.00%,0
LYCOMING,"LANE, TIMIKA",DEM,0.00%,0
LYCOMING,"SULLIVAN , MEGAN",REP,0.00%,0
McKEAN,"LANE, TIMIKA",DEM,0.00%,0
McKEAN,"SULLIVAN , MEGAN",REP,0.00%,0
MERCER,"LANE, TIMIKA",DEM,0.00%,0
MERCER,"SULLIVAN , MEGAN",REP,0.00%,0
MIFFLIN,"LANE, TIMIKA",DEM,0.00%,0
MIFFLIN,"SULLIVAN , MEGAN",REP,0.00%,0
MONROE,"LANE, TIMIKA",DEM,0.00%,0
MONROE,"SULLIVAN , MEGAN",REP,0.00%,0
MONTGOMERY,"LANE, TIMIKA",DEM,0.00%,0
MONTGOMERY,"SULLIVAN , MEGAN",REP,0.00%,0
MONTOUR,"LANE, TIMIKA",DEM,0.00%,0
MONTOUR,"SULLIVAN , MEGAN",REP,0.00%,0
NORTHAMPTON,"LANE, TIMIKA",DEM,0.00%,0
NORTHAMPTON,"SULLIVAN , MEGAN",REP,0.00%,0
NORTHUMBERLAND,"LANE, TIMIKA",DEM,0.00%,0
NORTHUMBERLAND,"SULLIVAN , MEGAN",REP,0.00%,0
PERRY,"LANE, TIMIKA",DEM,0.00%,0
PERRY,"SULLIVAN , MEGAN",REP,0.00%,0
PHILADELPHIA,"LANE, TIMIKA",DEM,0.00%,0
PHILADELPHIA,"SULLIVAN , MEGAN",REP,0.00%,0
PIKE,"LANE, TIMIKA",DEM,0.00%,0
PIKE,"SULLIVAN , MEGAN",REP,0.00%,0
POTTER,"LANE, TIMIKA",DEM,0.00%,0
POTTER,"SULLIVAN , MEGAN",REP,0.00%,0
SCHUYLKILL,"LANE, TIMIKA",DEM,0.00%,0
SCHUYLKILL,"SULLIVAN , MEGAN",REP,0.00%,0
SNYDER,"LANE, TIMIKA",DEM,0.00%,0
SNYDER,"SULLIVAN , MEGAN",REP,0.00%,0
SOMERSET,"LANE, TIMIKA",DEM,0.00%,0
SOMERSET,"SULLIVAN , MEGAN",REP,0.00%,0
SULLIVAN,"LANE, TIMIKA",DEM,0.00%,0
SULLIVAN,"SULLIVAN , MEGAN",REP,0.00%,0
SUSQUEHANNA,"LANE, TIMIKA",DEM,0.00%,0
SUSQUEHANNA,"SULLIVAN , MEGAN",REP,0.00%,0
TIOGA,"LANE, TIMIKA",DEM,0.00%,0
TIOGA,"SULLIVAN , MEGAN",REP,0.00%,0
UNION,"LANE, TIMIKA",DEM,0.00%,0
UNION,"SULLIVAN , MEGAN",REP,0.00%,0
VENANGO,"LANE, TIMIKA",DEM,0.00%,0
VENANGO,"SULLIVAN , MEGAN",REP,0.00%,0
WARREN,"LANE, TIMIKA",DEM,0.00%,0
WARREN,"SULLIVAN , MEGAN",REP,0.00%,0
WASHINGTON,"LANE, TIMIKA",DEM,0.00%,0
WASHINGTON,"SULLIVAN , MEGAN",REP,0.00%,0
WAYNE,"LANE, TIMIKA",DEM,0.00%,0
WAYNE,"SULLIVAN , MEGAN",REP,0.00%,0
WESTMORELAND,"LANE, TIMIKA",DEM,0.00%,0
WESTMORELAND,"SULLIVAN , MEGAN",REP,0.00%,0
WYOMING,"LANE, TIMIKA",DEM,0.00%,0
WYOMING,"SULLIVAN , MEGAN",REP,0.00%,0
YORK,"LANE, TIMIKA",DEM,0.00%,0
YORK,"SULLIVAN , MEGAN",REP,0.00%,0
